user_id,signup_date,cohort_month,plan,industry,acquisition_source,funnel_stage,logins_per_month,features_used,support_tickets,session_duration,monthly_revenue,days_to_convert,is_converted,is_churned
1497,2023-04-19 08:52:26.218487394,2023-04,Basic,Technology,Referral,Active,38,4,1,2.6,0,0,0,0
1498,2023-04-19 14:07:03.529411764,2023-04,Free Trial,Technology,Social Media,Active,38,9,2,52.0,0,0,0,0
1499,2023-04-19 19:21:40.840336134,2023-04,Enterprise,Technology,Referral,Churned,4,6,3,28.2,0,0,0,1
1500,2023-04-20 00:36:18.151260504,2023-04,Enterprise,Finance,Referral,Converted,7,6,7,2.2,299,52,1,0
1501,2023-04-20 05:50:55.462184874,2023-04,Basic,Retail,Paid Ad,Converted,30,2,2,25.3,49,34,1,0
1502,2023-04-20 11:05:32.773109242,2023-04,Basic,Finance,Organic,Converted,30,6,4,12.8,49,23,1,0
1503,2023-04-20 16:20:10.084033612,2023-04,Free Trial,Technology,Organic,Trial,19,7,5,38.2,0,0,0,0
1504,2023-04-20 21:34:47.394957982,2023-04,Pro,Retail,Paid Ad,Churned,39,8,7,41.4,0,0,0,1
1505,2023-04-21 02:49:24.705882352,2023-04,Basic,Retail,Paid Ad,Converted,35,8,6,30.3,49,66,1,0
1506,2023-04-21 08:04:02.016806722,2023-04,Free Trial,Finance,Organic,Onboarded,40,9,4,4.4,0,0,0,0
1507,2023-04-21 13:18:39.327731092,2023-04,Enterprise,Education,Paid Ad,Converted,33,10,0,40.1,299,11,1,0
1508,2023-04-21 18:33:16.638655462,2023-04,Pro,Technology,Paid Ad,Converted,33,11,5,50.8,99,75,1,0
1509,2023-04-21 23:47:53.949579832,2023-04,Enterprise,Retail,Organic,Converted,14,3,5,43.8,299,84,1,0
1510,2023-04-22 05:02:31.260504200,2023-04,Pro,Technology,Paid Ad,Active,38,10,6,50.1,0,0,0,0
1511,2023-04-22 10:17:08.571428570,2023-04,Basic,Healthcare,Organic,Churned,10,7,2,13.6,0,0,0,1
1512,2023-04-22 15:31:45.882352940,2023-04,Free Trial,Technology,Email Campaign,Active,28,7,4,53.6,0,0,0,0
1513,2023-04-22 20:46:23.193277310,2023-04,Enterprise,Technology,Social Media,Converted,14,1,4,20.7,299,23,1,0
1514,2023-04-23 02:01:00.504201680,2023-04,Pro,Healthcare,Referral,Converted,36,8,3,2.8,99,65,1,0
1515,2023-04-23 07:15:37.815126050,2023-04,Free Trial,Retail,Organic,Converted,38,4,0,50.9,29,15,1,0
1516,2023-04-23 12:30:15.126050420,2023-04,Free Trial,Technology,Social Media,Converted,16,5,2,56.6,29,28,1,0
1517,2023-04-23 17:44:52.436974788,2023-04,Free Trial,Retail,Social Media,Active,21,6,1,40.0,0,0,0,0
1518,2023-04-23 22:59:29.747899158,2023-04,Pro,Healthcare,Social Media,Converted,28,3,2,15.4,99,79,1,0
1519,2023-04-24 04:14:07.058823528,2023-04,Enterprise,Technology,Organic,Converted,33,5,7,16.6,299,65,1,0
1520,2023-04-24 09:28:44.369747898,2023-04,Free Trial,Finance,Referral,Churned,6,10,7,29.1,0,0,0,1
1521,2023-04-24 14:43:21.680672268,2023-04,Basic,Technology,Social Media,Converted,41,5,5,54.1,49,19,1,0
1522,2023-04-24 19:57:58.991596638,2023-04,Free Trial,Healthcare,Referral,Churned,15,1,2,10.7,0,0,0,1
1523,2023-04-25 01:12:36.302521008,2023-04,Enterprise,Retail,Referral,Converted,44,3,3,49.9,299,18,1,0
1524,2023-04-25 06:27:13.613445378,2023-04,Pro,Technology,Paid Ad,Converted,3,3,2,18.9,99,42,1,0
1525,2023-04-25 11:41:50.924369746,2023-04,Pro,Technology,Paid Ad,Converted,43,1,3,48.9,99,16,1,0
1526,2023-04-25 16:56:28.235294116,2023-04,Basic,Healthcare,Organic,Converted,35,7,5,55.4,49,22,1,0
1527,2023-04-25 22:11:05.546218486,2023-04,Free Trial,Education,Referral,Churned,14,1,3,26.8,0,0,0,1
1528,2023-04-26 03:25:42.857142856,2023-04,Free Trial,Retail,Organic,Onboarded,2,7,6,23.2,0,0,0,0
1529,2023-04-26 08:40:20.168067226,2023-04,Free Trial,Retail,Paid Ad,Active,29,4,6,48.5,0,0,0,0
1530,2023-04-26 13:54:57.478991596,2023-04,Pro,Retail,Organic,Converted,4,9,7,32.7,99,36,1,0
1531,2023-04-26 19:09:34.789915966,2023-04,Pro,Technology,Paid Ad,Converted,26,7,4,41.7,99,52,1,0
1532,2023-04-27 00:24:12.100840336,2023-04,Enterprise,Healthcare,Organic,Converted,12,5,1,38.1,299,33,1,0
1533,2023-04-27 05:38:49.411764704,2023-04,Enterprise,Finance,Referral,Converted,2,7,5,10.9,299,51,1,0
1534,2023-04-27 10:53:26.722689074,2023-04,Basic,Technology,Social Media,Active,17,9,7,51.0,0,0,0,0
1535,2023-04-27 16:08:04.033613444,2023-04,Pro,Technology,Organic,Converted,35,10,3,13.4,99,15,1,0
1536,2023-04-27 21:22:41.344537814,2023-04,Enterprise,Technology,Organic,Converted,10,6,0,56.1,299,67,1,0
1537,2023-04-28 02:37:18.655462184,2023-04,Pro,Healthcare,Organic,Converted,22,1,5,16.5,99,41,1,0
1538,2023-04-28 07:51:55.966386554,2023-04,Free Trial,Education,Social Media,Churned,41,6,0,44.6,0,0,0,1
1539,2023-04-28 13:06:33.277310924,2023-04,Basic,Technology,Paid Ad,Active,43,1,1,18.5,0,0,0,0
1540,2023-04-28 18:21:10.588235294,2023-04,Free Trial,Healthcare,Paid Ad,Churned,21,4,3,20.4,0,0,0,1
1541,2023-04-28 23:35:47.899159662,2023-04,Enterprise,Technology,Organic,Churned,15,8,5,20.0,0,0,0,1
1542,2023-04-29 04:50:25.210084032,2023-04,Basic,Education,Referral,Active,35,5,5,45.4,0,0,0,0
1543,2023-04-29 10:05:02.521008402,2023-04,Free Trial,Technology,Social Media,Trial,21,5,1,34.3,0,0,0,0
1544,2023-04-29 15:19:39.831932772,2023-04,Basic,Healthcare,Social Media,Converted,21,10,4,53.2,49,56,1,0
1545,2023-04-29 20:34:17.142857142,2023-04,Basic,Retail,Referral,Converted,21,11,0,19.8,49,43,1,0
1546,2023-04-30 01:48:54.453781512,2023-04,Free Trial,Retail,Organic,Trial,44,8,5,42.1,0,0,0,0
1547,2023-04-30 07:03:31.764705882,2023-04,Free Trial,Healthcare,Organic,Converted,32,8,2,45.7,29,31,1,0
1548,2023-04-30 12:18:09.075630252,2023-04,Basic,Technology,Organic,Onboarded,5,1,0,10.8,0,0,0,0
1549,2023-04-30 17:32:46.386554620,2023-04,Basic,Healthcare,Organic,Churned,39,5,7,25.2,0,0,0,1
1550,2023-04-30 22:47:23.697478990,2023-04,Pro,Technology,Organic,Active,9,5,3,30.0,0,0,0,0
1551,2023-05-01 04:02:01.008403360,2023-05,Basic,Technology,Organic,Active,18,8,1,22.6,0,0,0,0
1552,2023-05-01 09:16:38.319327730,2023-05,Pro,Healthcare,Paid Ad,Active,21,1,7,20.7,0,0,0,0
1553,2023-05-01 14:31:15.630252100,2023-05,Basic,Technology,Email Campaign,Churned,8,7,0,41.8,0,0,0,1
1554,2023-05-01 19:45:52.941176470,2023-05,Basic,Technology,Referral,Converted,44,7,2,14.5,49,60,1,0
1555,2023-05-02 01:00:30.252100840,2023-05,Pro,Retail,Social Media,Converted,34,9,6,43.1,99,82,1,0
1556,2023-05-02 06:15:07.563025210,2023-05,Free Trial,Education,Referral,Active,10,2,2,56.2,0,0,0,0
1557,2023-05-02 11:29:44.873949578,2023-05,Free Trial,Retail,Organic,Onboarded,41,3,7,34.8,0,0,0,0
1558,2023-05-02 16:44:22.184873948,2023-05,Free Trial,Technology,Referral,Onboarded,24,4,1,37.5,0,0,0,0
1559,2023-05-02 21:58:59.495798318,2023-05,Pro,Technology,Organic,Converted,40,1,7,6.0,99,39,1,0
1560,2023-05-03 03:13:36.806722688,2023-05,Basic,Education,Referral,Converted,24,7,1,52.1,49,22,1,0
1561,2023-05-03 08:28:14.117647058,2023-05,Pro,Technology,Paid Ad,Converted,32,10,6,18.6,99,84,1,0
1562,2023-05-03 13:42:51.428571428,2023-05,Free Trial,Technology,Email Campaign,Onboarded,33,3,0,37.7,0,0,0,0
1563,2023-05-03 18:57:28.739495798,2023-05,Free Trial,Retail,Organic,Churned,38,3,3,58.8,0,0,0,1
1564,2023-05-04 00:12:06.050420168,2023-05,Free Trial,Retail,Organic,Onboarded,44,3,4,36.5,0,0,0,0
1565,2023-05-04 05:26:43.361344536,2023-05,Free Trial,Retail,Email Campaign,Churned,34,8,2,44.0,0,0,0,1
1566,2023-05-04 10:41:20.672268906,2023-05,Basic,Technology,Organic,Onboarded,11,9,1,27.8,0,0,0,0
1567,2023-05-04 15:55:57.983193276,2023-05,Free Trial,Technology,Referral,Active,31,10,4,5.5,0,0,0,0
1568,2023-05-04 21:10:35.294117646,2023-05,Free Trial,Education,Referral,Onboarded,18,2,7,48.3,0,0,0,0
1569,2023-05-05 02:25:12.605042016,2023-05,Enterprise,Technology,Social Media,Converted,23,10,4,4.0,299,73,1,0
1570,2023-05-05 07:39:49.915966386,2023-05,Free Trial,Retail,Email Campaign,Active,22,10,4,42.6,0,0,0,0
1571,2023-05-05 12:54:27.226890756,2023-05,Basic,Retail,Email Campaign,Converted,43,1,3,3.3,49,81,1,0
1572,2023-05-05 18:09:04.537815126,2023-05,Pro,Retail,Organic,Converted,18,9,1,52.0,99,54,1,0
1573,2023-05-05 23:23:41.848739494,2023-05,Free Trial,Technology,Social Media,Converted,40,6,7,11.1,29,48,1,0
1574,2023-05-06 04:38:19.159663864,2023-05,Basic,Technology,Referral,Converted,41,9,2,31.8,49,53,1,0
1575,2023-05-06 09:52:56.470588234,2023-05,Pro,Retail,Referral,Converted,39,6,1,36.6,99,48,1,0
1576,2023-05-06 15:07:33.781512604,2023-05,Enterprise,Finance,Organic,Converted,20,2,0,28.5,299,8,1,0
1577,2023-05-06 20:22:11.092436974,2023-05,Free Trial,Education,Referral,Active,13,1,7,21.8,0,0,0,0
1578,2023-05-07 01:36:48.403361344,2023-05,Enterprise,Technology,Email Campaign,Converted,1,8,2,29.1,299,52,1,0
1579,2023-05-07 06:51:25.714285714,2023-05,Basic,Technology,Email Campaign,Active,4,3,7,20.1,0,0,0,0
1580,2023-05-07 12:06:03.025210082,2023-05,Free Trial,Education,Paid Ad,Active,24,1,1,27.4,0,0,0,0
1581,2023-05-07 17:20:40.336134452,2023-05,Basic,Retail,Organic,Active,36,8,2,22.8,0,0,0,0
1582,2023-05-07 22:35:17.647058822,2023-05,Enterprise,Finance,Paid Ad,Converted,36,1,0,34.8,299,64,1,0
1583,2023-05-08 03:49:54.957983192,2023-05,Basic,Technology,Social Media,Active,2,8,5,15.8,0,0,0,0
1584,2023-05-08 09:04:32.268907562,2023-05,Free Trial,Retail,Referral,Trial,28,1,2,59.3,0,0,0,0
1585,2023-05-08 14:19:09.579831932,2023-05,Basic,Retail,Paid Ad,Converted,26,9,5,31.1,49,39,1,0
1586,2023-05-08 19:33:46.890756302,2023-05,Free Trial,Retail,Organic,Converted,23,9,4,13.3,29,68,1,0
1587,2023-05-09 00:48:24.201680672,2023-05,Free Trial,Healthcare,Paid Ad,Churned,15,9,6,29.7,0,0,0,1
1588,2023-05-09 06:03:01.512605040,2023-05,Free Trial,Technology,Paid Ad,Converted,36,3,7,52.3,29,55,1,0
1589,2023-05-09 11:17:38.823529410,2023-05,Free Trial,Retail,Email Campaign,Trial,27,4,3,3.3,0,0,0,0
1590,2023-05-09 16:32:16.134453780,2023-05,Free Trial,Technology,Referral,Churned,6,5,0,41.4,0,0,0,1
1591,2023-05-09 21:46:53.445378150,2023-05,Free Trial,Healthcare,Paid Ad,Churned,35,6,2,33.8,0,0,0,1
1592,2023-05-10 03:01:30.756302520,2023-05,Basic,Education,Paid Ad,Converted,39,9,0,11.8,49,75,1,0
1593,2023-05-10 08:16:08.067226890,2023-05,Free Trial,Healthcare,Organic,Active,38,11,4,49.4,0,0,0,0
1594,2023-05-10 13:30:45.378151260,2023-05,Free Trial,Finance,Email Campaign,Churned,35,4,5,23.4,0,0,0,1
1595,2023-05-10 18:45:22.689075630,2023-05,Pro,Technology,Paid Ad,Converted,36,6,3,19.0,99,66,1,0
1596,2023-05-10 23:59:59.999999998,2023-05,Basic,Retail,Paid Ad,Churned,10,1,0,50.0,0,0,0,1
1597,2023-05-11 05:14:37.310924368,2023-05,Basic,Education,Paid Ad,Onboarded,30,2,5,39.0,0,0,0,0
1598,2023-05-11 10:29:14.621848738,2023-05,Free Trial,Technology,Referral,Onboarded,41,8,4,54.1,0,0,0,0
1599,2023-05-11 15:43:51.932773108,2023-05,Free Trial,Technology,Referral,Active,38,4,4,38.5,0,0,0,0
1600,2023-05-11 20:58:29.243697478,2023-05,Free Trial,Healthcare,Referral,Active,29,10,4,45.0,0,0,0,0
1601,2023-05-12 02:13:06.554621848,2023-05,Free Trial,Technology,Organic,Converted,43,7,7,50.5,29,19,1,0
1602,2023-05-12 07:27:43.865546218,2023-05,Free Trial,Retail,Paid Ad,Churned,39,4,6,5.2,0,0,0,1
1603,2023-05-12 12:42:21.176470588,2023-05,Free Trial,Education,Organic,Active,4,9,7,47.0,0,0,0,0
1604,2023-05-12 17:56:58.487394956,2023-05,Free Trial,Healthcare,Referral,Trial,5,9,5,37.6,0,0,0,0
1605,2023-05-12 23:11:35.798319326,2023-05,Free Trial,Technology,Organic,Converted,4,4,2,6.0,29,87,1,0
1606,2023-05-13 04:26:13.109243696,2023-05,Basic,Healthcare,Referral,Converted,36,8,1,31.5,49,40,1,0
1607,2023-05-13 09:40:50.420168066,2023-05,Free Trial,Retail,Social Media,Onboarded,16,6,0,6.8,0,0,0,0
1608,2023-05-13 14:55:27.731092436,2023-05,Free Trial,Technology,Social Media,Active,25,1,6,44.7,0,0,0,0
1609,2023-05-13 20:10:05.042016806,2023-05,Basic,Retail,Paid Ad,Converted,14,7,1,33.7,49,54,1,0
1610,2023-05-14 01:24:42.352941176,2023-05,Basic,Retail,Paid Ad,Converted,11,1,4,57.3,49,46,1,0
1611,2023-05-14 06:39:19.663865546,2023-05,Free Trial,Retail,Organic,Active,29,3,1,12.6,0,0,0,0
1612,2023-05-14 11:53:56.974789914,2023-05,Pro,Technology,Referral,Converted,34,8,5,37.1,99,32,1,0
1613,2023-05-14 17:08:34.285714284,2023-05,Basic,Retail,Social Media,Churned,22,9,7,14.3,0,0,0,1
1614,2023-05-14 22:23:11.596638654,2023-05,Free Trial,Technology,Organic,Converted,14,3,4,37.6,29,17,1,0
1615,2023-05-15 03:37:48.907563024,2023-05,Pro,Technology,Paid Ad,Converted,24,1,7,43.9,99,44,1,0
1616,2023-05-15 08:52:26.218487394,2023-05,Enterprise,Finance,Social Media,Converted,39,1,6,43.9,299,86,1,0
1617,2023-05-15 14:07:03.529411764,2023-05,Free Trial,Retail,Social Media,Converted,26,7,4,49.3,29,63,1,0
1618,2023-05-15 19:21:40.840336134,2023-05,Free Trial,Technology,Organic,Onboarded,43,5,3,51.5,0,0,0,0
1619,2023-05-16 00:36:18.151260504,2023-05,Pro,Technology,Referral,Active,36,1,3,6.5,0,0,0,0
1620,2023-05-16 05:50:55.462184872,2023-05,Pro,Technology,Organic,Converted,39,6,6,21.9,99,83,1,0
1621,2023-05-16 11:05:32.773109242,2023-05,Free Trial,Technology,Organic,Onboarded,16,6,5,41.9,0,0,0,0
1622,2023-05-16 16:20:10.084033612,2023-05,Free Trial,Technology,Email Campaign,Converted,38,4,5,30.9,29,88,1,0
1623,2023-05-16 21:34:47.394957982,2023-05,Free Trial,Technology,Social Media,Trial,32,7,1,13.1,0,0,0,0
1624,2023-05-17 02:49:24.705882352,2023-05,Basic,Healthcare,Social Media,Converted,6,7,6,34.1,49,88,1,0
1625,2023-05-17 08:04:02.016806722,2023-05,Basic,Retail,Organic,Active,34,9,7,25.6,0,0,0,0
1626,2023-05-17 13:18:39.327731092,2023-05,Free Trial,Retail,Social Media,Trial,8,1,0,24.6,0,0,0,0
1627,2023-05-17 18:33:16.638655462,2023-05,Basic,Retail,Paid Ad,Active,30,5,6,49.0,0,0,0,0
1628,2023-05-17 23:47:53.949579830,2023-05,Pro,Technology,Paid Ad,Churned,27,10,1,25.6,0,0,0,1
1629,2023-05-18 05:02:31.260504200,2023-05,Free Trial,Education,Paid Ad,Churned,7,3,5,3.5,0,0,0,1
1630,2023-05-18 10:17:08.571428570,2023-05,Free Trial,Finance,Organic,Onboarded,27,7,0,5.4,0,0,0,0
1631,2023-05-18 15:31:45.882352940,2023-05,Pro,Finance,Social Media,Converted,25,4,6,51.7,99,17,1,0
1632,2023-05-18 20:46:23.193277310,2023-05,Pro,Finance,Referral,Converted,41,4,1,57.7,99,82,1,0
1633,2023-05-19 02:01:00.504201680,2023-05,Basic,Education,Organic,Churned,15,1,2,41.9,0,0,0,1
1634,2023-05-19 07:15:37.815126050,2023-05,Basic,Healthcare,Organic,Active,25,1,7,23.1,0,0,0,0
1635,2023-05-19 12:30:15.126050420,2023-05,Free Trial,Technology,Organic,Converted,22,10,2,56.4,29,15,1,0
1636,2023-05-19 17:44:52.436974788,2023-05,Free Trial,Retail,Organic,Trial,18,2,7,40.4,0,0,0,0
1637,2023-05-19 22:59:29.747899158,2023-05,Basic,Retail,Referral,Active,12,2,0,51.0,0,0,0,0
1638,2023-05-20 04:14:07.058823528,2023-05,Free Trial,Retail,Social Media,Churned,23,1,3,46.4,0,0,0,1
1639,2023-05-20 09:28:44.369747898,2023-05,Free Trial,Healthcare,Organic,Active,39,8,7,24.0,0,0,0,0
1640,2023-05-20 14:43:21.680672268,2023-05,Free Trial,Technology,Organic,Onboarded,25,6,0,29.8,0,0,0,0
1641,2023-05-20 19:57:58.991596638,2023-05,Free Trial,Healthcare,Referral,Trial,10,6,1,12.8,0,0,0,0
1642,2023-05-21 01:12:36.302521008,2023-05,Free Trial,Education,Social Media,Converted,30,10,4,18.9,29,30,1,0
1643,2023-05-21 06:27:13.613445376,2023-05,Free Trial,Retail,Paid Ad,Converted,10,10,2,47.1,29,70,1,0
1644,2023-05-21 11:41:50.924369746,2023-05,Free Trial,Healthcare,Paid Ad,Active,34,9,4,53.9,0,0,0,0
1645,2023-05-21 16:56:28.235294116,2023-05,Free Trial,Technology,Referral,Churned,13,5,2,44.0,0,0,0,1
1646,2023-05-21 22:11:05.546218486,2023-05,Pro,Healthcare,Organic,Active,29,4,1,29.0,0,0,0,0
1647,2023-05-22 03:25:42.857142856,2023-05,Basic,Finance,Organic,Active,38,11,2,7.0,0,0,0,0
1648,2023-05-22 08:40:20.168067226,2023-05,Basic,Retail,Referral,Churned,41,6,0,5.3,0,0,0,1
1649,2023-05-22 13:54:57.478991596,2023-05,Pro,Finance,Referral,Converted,9,8,4,23.7,99,56,1,0
1650,2023-05-22 19:09:34.789915966,2023-05,Basic,Healthcare,Referral,Active,13,1,5,28.9,0,0,0,0
1651,2023-05-23 00:24:12.100840334,2023-05,Free Trial,Retail,Referral,Active,37,7,4,37.3,0,0,0,0
1652,2023-05-23 05:38:49.411764704,2023-05,Basic,Technology,Referral,Churned,14,8,1,2.4,0,0,0,1
1653,2023-05-23 10:53:26.722689074,2023-05,Basic,Retail,Organic,Active,37,9,5,59.4,0,0,0,0
1654,2023-05-23 16:08:04.033613444,2023-05,Pro,Healthcare,Paid Ad,Churned,9,11,4,23.1,0,0,0,1
1655,2023-05-23 21:22:41.344537814,2023-05,Free Trial,Healthcare,Organic,Converted,8,8,7,51.2,29,58,1,0
1656,2023-05-24 02:37:18.655462184,2023-05,Free Trial,Retail,Organic,Onboarded,39,7,6,33.0,0,0,0,0
1657,2023-05-24 07:51:55.966386554,2023-05,Free Trial,Education,Referral,Converted,40,3,7,9.6,29,35,1,0
1658,2023-05-24 13:06:33.277310924,2023-05,Free Trial,Technology,Social Media,Active,3,2,1,48.3,0,0,0,0
1659,2023-05-24 18:21:10.588235292,2023-05,Basic,Finance,Email Campaign,Converted,40,3,6,43.2,49,41,1,0
1660,2023-05-24 23:35:47.899159662,2023-05,Basic,Technology,Referral,Converted,33,4,3,32.6,49,11,1,0
1661,2023-05-25 04:50:25.210084032,2023-05,Free Trial,Healthcare,Organic,Churned,32,4,0,31.8,0,0,0,1
1662,2023-05-25 10:05:02.521008402,2023-05,Enterprise,Technology,Organic,Converted,7,6,7,7.1,299,13,1,0
1663,2023-05-25 15:19:39.831932772,2023-05,Basic,Technology,Social Media,Converted,19,7,2,40.0,49,47,1,0
1664,2023-05-25 20:34:17.142857142,2023-05,Free Trial,Healthcare,Referral,Active,34,4,6,54.9,0,0,0,0
1665,2023-05-26 01:48:54.453781512,2023-05,Free Trial,Technology,Referral,Active,14,10,2,7.4,0,0,0,0
1666,2023-05-26 07:03:31.764705882,2023-05,Free Trial,Healthcare,Social Media,Onboarded,19,6,2,17.3,0,0,0,0
1667,2023-05-26 12:18:09.075630250,2023-05,Free Trial,Education,Referral,Trial,26,9,3,54.3,0,0,0,0
1668,2023-05-26 17:32:46.386554620,2023-05,Free Trial,Technology,Social Media,Converted,17,6,0,18.5,29,41,1,0
1669,2023-05-26 22:47:23.697478990,2023-05,Free Trial,Finance,Organic,Active,28,3,4,39.9,0,0,0,0
1670,2023-05-27 04:02:01.008403360,2023-05,Free Trial,Healthcare,Referral,Onboarded,19,1,6,33.0,0,0,0,0
1671,2023-05-27 09:16:38.319327730,2023-05,Free Trial,Retail,Social Media,Converted,27,11,4,36.6,29,79,1,0
1672,2023-05-27 14:31:15.630252100,2023-05,Pro,Technology,Organic,Converted,19,10,7,26.1,99,26,1,0
1673,2023-05-27 19:45:52.941176470,2023-05,Free Trial,Technology,Referral,Active,33,10,0,19.4,0,0,0,0
1674,2023-05-28 01:00:30.252100840,2023-05,Basic,Technology,Paid Ad,Active,7,5,5,4.8,0,0,0,0
1675,2023-05-28 06:15:07.563025208,2023-05,Free Trial,Technology,Email Campaign,Converted,29,10,0,45.2,29,78,1,0
1676,2023-05-28 11:29:44.873949578,2023-05,Enterprise,Technology,Organic,Converted,43,10,2,45.3,299,60,1,0
1677,2023-05-28 16:44:22.184873948,2023-05,Free Trial,Retail,Referral,Onboarded,5,3,4,40.9,0,0,0,0
1678,2023-05-28 21:58:59.495798318,2023-05,Free Trial,Finance,Organic,Converted,30,8,0,39.3,29,34,1,0
1679,2023-05-29 03:13:36.806722688,2023-05,Enterprise,Finance,Referral,Converted,43,10,4,16.1,299,76,1,0
1680,2023-05-29 08:28:14.117647058,2023-05,Pro,Retail,Organic,Active,8,1,0,3.3,0,0,0,0
1681,2023-05-29 13:42:51.428571428,2023-05,Pro,Technology,Organic,Active,42,11,1,48.9,0,0,0,0
1682,2023-05-29 18:57:28.739495798,2023-05,Free Trial,Technology,Paid Ad,Onboarded,12,2,7,30.5,0,0,0,0
1683,2023-05-30 00:12:06.050420166,2023-05,Free Trial,Technology,Email Campaign,Trial,42,3,6,19.8,0,0,0,0
1684,2023-05-30 05:26:43.361344536,2023-05,Basic,Technology,Organic,Churned,13,3,2,7.9,0,0,0,1
1685,2023-05-30 10:41:20.672268906,2023-05,Enterprise,Healthcare,Organic,Converted,26,8,0,5.6,299,15,1,0
1686,2023-05-30 15:55:57.983193276,2023-05,Basic,Healthcare,Social Media,Active,18,5,3,22.2,0,0,0,0
1687,2023-05-30 21:10:35.294117646,2023-05,Basic,Healthcare,Paid Ad,Active,42,8,0,48.7,0,0,0,0
1688,2023-05-31 02:25:12.605042016,2023-05,Free Trial,Healthcare,Email Campaign,Churned,20,11,1,55.3,0,0,0,1
1689,2023-05-31 07:39:49.915966386,2023-05,Pro,Finance,Organic,Converted,16,11,7,54.0,99,39,1,0
1690,2023-05-31 12:54:27.226890756,2023-05,Free Trial,Finance,Referral,Onboarded,37,6,3,55.4,0,0,0,0
1691,2023-05-31 18:09:04.537815124,2023-05,Free Trial,Technology,Organic,Churned,3,2,3,54.6,0,0,0,1
1692,2023-05-31 23:23:41.848739494,2023-05,Free Trial,Education,Organic,Active,27,11,7,32.6,0,0,0,0
1693,2023-06-01 04:38:19.159663864,2023-06,Basic,Education,Referral,Active,15,4,0,14.7,0,0,0,0
1694,2023-06-01 09:52:56.470588234,2023-06,Free Trial,Technology,Referral,Onboarded,34,9,1,48.3,0,0,0,0
1695,2023-06-01 15:07:33.781512604,2023-06,Free Trial,Healthcare,Social Media,Active,22,4,3,14.4,0,0,0,0
1696,2023-06-01 20:22:11.092436974,2023-06,Basic,Healthcare,Paid Ad,Active,40,5,6,17.5,0,0,0,0
1697,2023-06-02 01:36:48.403361344,2023-06,Free Trial,Education,Paid Ad,Converted,23,5,2,15.5,29,80,1,0
1698,2023-06-02 06:51:25.714285714,2023-06,Basic,Finance,Paid Ad,Active,4,10,5,31.9,0,0,0,0
1699,2023-06-02 12:06:03.025210082,2023-06,Free Trial,Technology,Email Campaign,Active,41,8,2,20.7,0,0,0,0
1700,2023-06-02 17:20:40.336134452,2023-06,Basic,Healthcare,Organic,Onboarded,23,6,4,10.9,0,0,0,0
1701,2023-06-02 22:35:17.647058822,2023-06,Basic,Retail,Organic,Active,9,10,4,28.3,0,0,0,0
1702,2023-06-03 03:49:54.957983192,2023-06,Free Trial,Healthcare,Paid Ad,Active,24,7,1,52.7,0,0,0,0
1703,2023-06-03 09:04:32.268907562,2023-06,Free Trial,Technology,Referral,Churned,21,6,3,35.1,0,0,0,1
1704,2023-06-03 14:19:09.579831932,2023-06,Free Trial,Finance,Organic,Active,41,5,2,52.9,0,0,0,0
1705,2023-06-03 19:33:46.890756302,2023-06,Free Trial,Retail,Email Campaign,Converted,16,5,2,13.4,29,31,1,0
1706,2023-06-04 00:48:24.201680670,2023-06,Enterprise,Finance,Organic,Converted,25,3,5,11.7,299,27,1,0
1707,2023-06-04 06:03:01.512605040,2023-06,Free Trial,Finance,Social Media,Trial,26,7,1,35.4,0,0,0,0
1708,2023-06-04 11:17:38.823529410,2023-06,Pro,Retail,Organic,Active,9,10,6,28.9,0,0,0,0
1709,2023-06-04 16:32:16.134453780,2023-06,Free Trial,Healthcare,Referral,Onboarded,15,5,3,40.3,0,0,0,0
1710,2023-06-04 21:46:53.445378150,2023-06,Basic,Retail,Email Campaign,Active,39,7,1,48.1,0,0,0,0
1711,2023-06-05 03:01:30.756302520,2023-06,Pro,Technology,Organic,Active,33,2,0,45.6,0,0,0,0
1712,2023-06-05 08:16:08.067226890,2023-06,Basic,Retail,Email Campaign,Converted,1,9,2,56.7,49,58,1,0
1713,2023-06-05 13:30:45.378151260,2023-06,Basic,Technology,Paid Ad,Onboarded,5,8,1,25.1,0,0,0,0
1714,2023-06-05 18:45:22.689075628,2023-06,Free Trial,Retail,Email Campaign,Active,9,5,1,14.0,0,0,0,0
1715,2023-06-05 23:59:59.999999998,2023-06,Free Trial,Technology,Referral,Active,44,2,5,34.0,0,0,0,0
1716,2023-06-06 05:14:37.310924368,2023-06,Enterprise,Technology,Paid Ad,Converted,6,6,6,8.4,299,26,1,0
1717,2023-06-06 10:29:14.621848738,2023-06,Pro,Technology,Organic,Converted,28,8,0,18.8,99,82,1,0
1718,2023-06-06 15:43:51.932773108,2023-06,Enterprise,Technology,Paid Ad,Converted,26,7,4,14.1,299,46,1,0
1719,2023-06-06 20:58:29.243697478,2023-06,Free Trial,Retail,Organic,Onboarded,28,8,2,25.0,0,0,0,0
1720,2023-06-07 02:13:06.554621848,2023-06,Pro,Retail,Organic,Converted,40,4,5,8.5,99,56,1,0
1721,2023-06-07 07:27:43.865546218,2023-06,Enterprise,Healthcare,Organic,Converted,15,3,6,3.8,299,34,1,0
1722,2023-06-07 12:42:21.176470586,2023-06,Free Trial,Technology,Paid Ad,Onboarded,6,7,6,40.1,0,0,0,0
